source_id,subgroup_consensus,seed_fraction_A,seed_fraction_B,seed_fraction_C,consensus_label_stability,stable_ge_090
2067784383729101312,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784383729101696,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784413791807232,CygOB2-C,0.24,0.0,0.76,0.76,False
2067784452448367360,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784486808101760,CygOB2-A,1.0,0.0,0.0,1.0,True
2067784516868550016,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784516869334272,CygOB2-A,1.0,0.0,0.0,1.0,True
2067784521167847424,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784551230753280,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784555527587072,CygOB2-A,1.0,0.0,0.0,1.0,True
2067784589887318144,CygOB2-A,1.0,0.0,0.0,1.0,True
2067784589887320576,CygOB2-A,1.0,0.0,0.0,1.0,True
2067784619950644480,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784624244261504,CygOB2-A,1.0,0.0,0.0,1.0,True
2067784624247057920,CygOB2-A,1.0,0.0,0.0,1.0,True
2067784624247061120,CygOB2-A,1.0,0.0,0.0,1.0,True
2067784658606800256,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784658606801664,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784658606802560,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784658606803968,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784692963750016,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784723027769728,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784757389381504,CygOB2-A,1.0,0.0,0.0,1.0,True
2067784761686022400,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784761686023040,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784791747254784,CygOB2-A,1.0,0.0,0.0,1.0,True
2067784796045763200,CygOB2-A,1.0,0.0,0.0,1.0,True
2067784860468401152,CygOB2-C,0.0,0.0,1.0,1.0,True
2067784997907690624,CygOB2-A,1.0,0.0,0.0,1.0,True
2067785002203235328,CygOB2-C,0.0,0.0,1.0,1.0,True
2067785002204178688,CygOB2-C,0.0,0.0,1.0,1.0,True
2067785002204181888,CygOB2-C,0.0,0.0,1.0,1.0,True
2067785070920869760,CygOB2-A,1.0,0.0,0.0,1.0,True
2067785070923661440,CygOB2-A,1.0,0.0,0.0,1.0,True
2067785070923663104,CygOB2-C,0.0,0.0,1.0,1.0,True
2067785100986576000,CygOB2-A,1.0,0.0,0.0,1.0,True
2067785105283608576,CygOB2-A,1.0,0.0,0.0,1.0,True
2067785105283609600,CygOB2-C,0.0,0.0,1.0,1.0,True
2067785105283609984,CygOB2-C,0.0,0.0,1.0,1.0,True
2067785139643347072,CygOB2-A,1.0,0.0,0.0,1.0,True
2067785174003088768,CygOB2-A,1.0,0.0,0.0,1.0,True
2067785174003089664,CygOB2-A,1.0,0.0,0.0,1.0,True
2067785242722566784,CygOB2-A,1.0,0.0,0.0,1.0,True
2067785272785268352,CygOB2-C,0.0,0.0,1.0,1.0,True
2067785375864489216,CygOB2-C,0.0,0.0,1.0,1.0,True
2067785414521257600,CygOB2-A,1.0,0.0,0.0,1.0,True
2067785448881001216,CygOB2-A,1.0,0.0,0.0,1.0,True
2067785586320064000,CygOB2-B,0.0,1.0,0.0,1.0,True
2067785856901528960,CygOB2-B,0.0,1.0,0.0,1.0,True
2067785964276574464,CygOB2-B,0.0,1.0,0.0,1.0,True
2067786166136139520,CygOB2-B,0.0,1.0,0.0,1.0,True
2067786307873952768,CygOB2-B,0.0,1.0,0.0,1.0,True
2067786612812793344,CygOB2-B,0.0,1.0,0.0,1.0,True
2067786960709017216,CygOB2-B,0.0,1.0,0.0,1.0,True
2067787403086778240,CygOB2-B,0.0,1.0,0.0,1.0,True
2067787819702435072,CygOB2-B,0.0,1.0,0.0,1.0,True
2067787819702438912,CygOB2-B,0.0,1.0,0.0,1.0,True
2067787849766601472,CygOB2-B,0.0,1.0,0.0,1.0,True
2067787922781640192,CygOB2-B,0.0,1.0,0.0,1.0,True
2067787922781643136,CygOB2-B,0.0,1.0,0.0,1.0,True
2067788025860872704,CygOB2-B,0.0,1.0,0.0,1.0,True
2067788025860878720,CygOB2-B,0.0,1.0,0.0,1.0,True
2067788159001040000,CygOB2-B,0.0,1.0,0.0,1.0,True
2067788266379055104,CygOB2-B,0.0,1.0,0.0,1.0,True
2067788300738763904,CygOB2-B,0.0,1.0,0.0,1.0,True
2067788300738767488,CygOB2-B,0.0,1.0,0.0,1.0,True
2067788399519231104,CygOB2-B,0.0,1.0,0.0,1.0,True
2067788678695910784,CygOB2-B,0.0,1.0,0.0,1.0,True
2067788816134867968,CygOB2-B,0.0,1.0,0.0,1.0,True
2067788953573838720,CygOB2-B,0.0,1.0,0.0,1.0,True
2067789155433496576,CygOB2-B,0.0,1.0,0.0,1.0,True
2067789194092022400,CygOB2-B,0.0,1.0,0.0,1.0,True
2067789297171225600,CygOB2-B,0.0,1.0,0.0,1.0,True
2067789297171227392,CygOB2-B,0.0,1.0,0.0,1.0,True
2067789400250426880,CygOB2-B,0.0,1.0,0.0,1.0,True
2067789572049119872,CygOB2-B,0.0,1.0,0.0,1.0,True
2067789842628340992,CygOB2-B,0.0,1.0,0.0,1.0,True
2067791599273740928,CygOB2-B,0.0,1.0,0.0,1.0,True
2067792183389266688,CygOB2-B,0.0,1.0,0.0,1.0,True
2067792247811934848,CygOB2-B,0.0,1.0,0.0,1.0,True
2067792763206118272,CygOB2-B,0.0,1.0,0.0,1.0,True
2067792935004845824,CygOB2-B,0.0,1.0,0.0,1.0,True
2067793351620401024,CygOB2-B,0.0,1.0,0.0,1.0,True
2067793523419103744,CygOB2-B,0.0,1.0,0.0,1.0,True
2067793695217795328,CygOB2-B,0.0,1.0,0.0,1.0,True
2067794657290859392,CygOB2-B,0.0,1.0,0.0,1.0,True
2067794760369599360,CygOB2-B,0.0,1.0,0.0,1.0,True
2067794863448823296,CygOB2-B,0.0,1.0,0.0,1.0,True
2067794897808529536,CygOB2-B,0.0,1.0,0.0,1.0,True
2067794897808532224,CygOB2-B,0.0,1.0,0.0,1.0,True
2067794927869631872,CygOB2-B,0.0,1.0,0.0,1.0,True
2067794996589125376,CygOB2-C,0.0,0.0,1.0,1.0,True
2067795000888063360,CygOB2-B,0.0,1.0,0.0,1.0,True
2067795275765681664,CygOB2-B,0.0,1.0,0.0,1.0,True
2067795619363072128,CygOB2-B,0.0,1.0,0.0,1.0,True
2067795752502969472,CygOB2-B,0.0,1.0,0.0,1.0,True
2067795997320195456,CygOB2-B,0.0,1.0,0.0,1.0,True
2067796302259241088,CygOB2-B,0.0,1.0,0.0,1.0,True
2067796306557856256,CygOB2-B,0.0,1.0,0.0,1.0,True
2067796306557858432,CygOB2-B,0.0,1.0,0.0,1.0,True
2067796615795459584,CygOB2-B,0.0,1.0,0.0,1.0,True
2067796645856607104,CygOB2-B,0.0,1.0,0.0,1.0,True
2067796718874663168,CygOB2-C,0.0,0.0,1.0,1.0,True
2067796753234410496,CygOB2-B,0.0,1.0,0.0,1.0,True
2067797131191525504,CygOB2-B,0.0,1.0,0.0,1.0,True
2067797195612486656,CygOB2-B,0.0,1.0,0.0,1.0,True
2067797234270739072,CygOB2-C,0.0,0.0,1.0,1.0,True
2067797268630483200,CygOB2-B,0.0,1.0,0.0,1.0,True
2067798196343449472,CygOB2-B,0.0,1.0,0.0,1.0,True
2067798849178512768,CygOB2-B,0.0,1.0,0.0,1.0,True
2067798913599359616,CygOB2-B,0.0,1.0,0.0,1.0,True
2067799124056717696,CygOB2-B,0.0,1.0,0.0,1.0,True
2067799502013545472,CygOB2-B,0.0,1.0,0.0,1.0,True
2067799502013545856,CygOB2-B,0.0,1.0,0.0,1.0,True
2067799570733027840,CygOB2-B,0.0,1.0,0.0,1.0,True
2067799570733028608,CygOB2-B,0.0,1.0,0.0,1.0,True
2067799983049899904,CygOB2-B,0.0,1.0,0.0,1.0,True
2067800326647304832,CygOB2-B,0.0,1.0,0.0,1.0,True
2067800532805717760,CygOB2-B,0.0,1.0,0.0,1.0,True
2067800597226654464,CygOB2-B,0.0,1.0,0.0,1.0,True
2067800635884939392,CygOB2-B,0.0,1.0,0.0,1.0,True
2067800670244683392,CygOB2-B,0.0,1.0,0.0,1.0,True
2067800773323904128,CygOB2-B,0.0,1.0,0.0,1.0,True
2067800910762855040,CygOB2-B,0.0,1.0,0.0,1.0,True
2067800945122550272,CygOB2-B,0.0,1.0,0.0,1.0,True
2067801357439424768,CygOB2-B,0.0,1.0,0.0,1.0,True
2067801597957586048,CygOB2-C,0.0,0.0,1.0,1.0,True
2067801872835503488,CygOB2-B,0.0,1.0,0.0,1.0,True
2067801937256555392,CygOB2-B,0.0,1.0,0.0,1.0,True
2067801941554975488,CygOB2-B,0.0,1.0,0.0,1.0,True
2067802005975342720,CygOB2-A,1.0,0.0,0.0,1.0,True
2067802388231603072,CygOB2-B,0.0,1.0,0.0,1.0,True
2067804518535429888,CygOB2-B,0.0,1.0,0.0,1.0,True
2067804724693865728,CygOB2-B,0.0,1.0,0.0,1.0,True
2067805583687284608,CygOB2-B,0.0,1.0,0.0,1.0,True
2067806373961282816,CygOB2-B,0.0,1.0,0.0,1.0,True
2067806648839203968,CygOB2-B,0.0,1.0,0.0,1.0,True
2067806889357377920,CygOB2-B,0.0,1.0,0.0,1.0,True
2067806919418493440,CygOB2-A,1.0,0.0,0.0,1.0,True
2067807129875534464,CygOB2-B,0.0,1.0,0.0,1.0,True
2067808122009275904,CygOB2-B,0.0,1.0,0.0,1.0,True
2067809496398884736,CygOB2-B,0.0,1.0,0.0,1.0,True
2067809638136501120,CygOB2-B,0.0,1.0,0.0,1.0,True
2067809741215668992,CygOB2-B,0.0,1.0,0.0,1.0,True
2067810016093592960,CygOB2-B,0.0,1.0,0.0,1.0,True
2067810183593068160,CygOB2-B,0.0,1.0,0.0,1.0,True
2067810222252032512,CygOB2-B,0.0,1.0,0.0,1.0,True
2067810527191116288,CygOB2-B,0.0,1.0,0.0,1.0,True
2067810561550815616,CygOB2-A,1.0,0.0,0.0,1.0,True
2067810772007845248,CygOB2-B,0.0,1.0,0.0,1.0,True
2067810802069049856,CygOB2-B,0.0,1.0,0.0,1.0,True
2067810840727327104,CygOB2-B,0.0,1.0,0.0,1.0,True
2067810875084835584,CygOB2-B,0.0,1.0,0.0,1.0,True
2067810939507961856,CygOB2-B,0.0,1.0,0.0,1.0,True
2067811218684472320,CygOB2-A,1.0,0.0,0.0,1.0,True
2067811768440282880,CygOB2-B,0.0,1.0,0.0,1.0,True
2067812180757050368,CygOB2-B,0.0,1.0,0.0,1.0,True
2067812661793384704,CygOB2-B,0.0,1.0,0.0,1.0,True
2067812971031046272,CygOB2-B,0.0,1.0,0.0,1.0,True
2067813005390784896,CygOB2-B,0.0,1.0,0.0,1.0,True
2067813211549226240,CygOB2-B,0.0,1.0,0.0,1.0,True
2067813379049389568,CygOB2-B,0.0,1.0,0.0,1.0,True
2067813830024521600,CygOB2-A,1.0,0.0,0.0,1.0,True
2067813933103746688,CygOB2-B,0.0,1.0,0.0,1.0,True
2067814134963651840,CygOB2-B,0.0,1.0,0.0,1.0,True
2067814444201326464,CygOB2-B,0.0,1.0,0.0,1.0,True
2067815479291962752,CygOB2-B,0.0,1.0,0.0,1.0,True
2067815685450400256,CygOB2-B,0.0,1.0,0.0,1.0,True
2067815822889342080,CygOB2-B,0.0,1.0,0.0,1.0,True
2067815852950676224,CygOB2-B,0.0,1.0,0.0,1.0,True
2067815857249088256,CygOB2-A,1.0,0.0,0.0,1.0,True
2067815994688037760,CygOB2-B,0.0,1.0,0.0,1.0,True
2067816132127004288,CygOB2-B,0.0,1.0,0.0,1.0,True
2067816338285438336,CygOB2-B,0.0,1.0,0.0,1.0,True
2067816681882846464,CygOB2-B,0.0,1.0,0.0,1.0,True
2067817197278914816,CygOB2-A,1.0,0.0,0.0,1.0,True
2067817300358127744,CygOB2-B,0.0,1.0,0.0,1.0,True
2067817609595787904,CygOB2-B,0.0,1.0,0.0,1.0,True
2067817884473708672,CygOB2-B,0.0,1.0,0.0,1.0,True
2067818228071088256,CygOB2-B,0.0,1.0,0.0,1.0,True
2067818296790568704,CygOB2-A,1.0,0.0,0.0,1.0,True
2067818533010251776,CygOB2-B,0.0,1.0,0.0,1.0,True
2067818640387920256,CygOB2-B,0.0,1.0,0.0,1.0,True
2067818709107387264,CygOB2-B,0.0,1.0,0.0,1.0,True
2067818777826870272,CygOB2-B,0.0,1.0,0.0,1.0,True
2067819087064505984,CygOB2-A,1.0,0.0,0.0,1.0,True
2067821423526554880,CygOB2-C,0.0,0.0,1.0,1.0,True
2067821457886290560,CygOB2-A,1.0,0.0,0.0,1.0,True
2067821522307401344,CygOB2-C,0.0,0.0,1.0,1.0,True
2067821664044745984,CygOB2-B,0.0,1.0,0.0,1.0,True
2067821694106102144,CygOB2-A,1.0,0.0,0.0,1.0,True
2067821732764218368,CygOB2-C,0.0,0.0,1.0,1.0,True
2067821968983968768,CygOB2-B,0.0,1.0,0.0,1.0,True
2067822110721371008,CygOB2-A,1.0,0.0,0.0,1.0,True
2067822316879806208,CygOB2-B,0.0,1.0,0.0,1.0,True
2067822419959002112,CygOB2-B,0.0,1.0,0.0,1.0,True
2067822450020339072,CygOB2-A,1.0,0.0,0.0,1.0,True
2067822660477181056,CygOB2-A,1.0,0.0,0.0,1.0,True
2067823107153735808,CygOB2-B,0.0,1.0,0.0,1.0,True
2067823828708264704,CygOB2-C,0.0,0.0,1.0,1.0,True
2067823966147222912,CygOB2-A,1.0,0.0,0.0,1.0,True
2067824309744625152,CygOB2-B,0.0,1.0,0.0,1.0,True
2067824545964503168,CygOB2-A,1.0,0.0,0.0,1.0,True
2067824653342003584,CygOB2-A,1.0,0.0,0.0,1.0,True
2067824859500440192,CygOB2-A,1.0,0.0,0.0,1.0,True
2067824893860180096,CygOB2-A,1.0,0.0,0.0,1.0,True
2067824992641107200,CygOB2-A,1.0,0.0,0.0,1.0,True
2067824996939682816,CygOB2-C,0.0,0.0,1.0,1.0,True
2067825100018904192,CygOB2-C,0.0,0.0,1.0,1.0,True
2067825306177049344,CygOB2-A,1.0,0.0,0.0,1.0,True
2067825340536797184,CygOB2-B,0.0,1.0,0.0,1.0,True
2067825374896535168,CygOB2-A,0.54,0.46,0.0,0.54,False
2067825374896536192,CygOB2-A,1.0,0.0,0.0,1.0,True
2067825443616021120,CygOB2-B,0.0,1.0,0.0,1.0,True
2067825477975765120,CygOB2-C,0.0,0.0,1.0,1.0,True
2067825477975766400,CygOB2-B,0.0,1.0,0.0,1.0,True
2067825718493911296,CygOB2-B,0.0,1.0,0.0,1.0,True
2067825924652347520,CygOB2-B,0.0,1.0,0.0,1.0,True
2067826057792964224,CygOB2-A,1.0,0.0,0.0,1.0,True
2067826057798949376,CygOB2-A,1.0,0.0,0.0,1.0,True
2067826062091601920,CygOB2-A,1.0,0.0,0.0,1.0,True
2067826130810783232,CygOB2-A,1.0,0.0,0.0,1.0,True
2067826130810784512,CygOB2-A,1.0,0.0,0.0,1.0,True
2067826165170530432,CygOB2-B,0.0,1.0,0.0,1.0,True
2067826229591610368,CygOB2-A,1.0,0.0,0.0,1.0,True
2067826405688710784,CygOB2-A,1.0,0.0,0.0,1.0,True
2067826474408192640,CygOB2-A,1.0,0.0,0.0,1.0,True
2067826543127673856,CygOB2-B,0.0,1.0,0.0,1.0,True
2067826577487417344,CygOB2-B,0.0,1.0,0.0,1.0,True
2067826611847152896,CygOB2-A,1.0,0.0,0.0,1.0,True
2067826646206887552,CygOB2-A,1.0,0.0,0.0,1.0,True
2067826714927910912,CygOB2-B,0.0,1.0,0.0,1.0,True
2067826749286108160,CygOB2-A,1.0,0.0,0.0,1.0,True
2067827161602968320,CygOB2-A,1.0,0.0,0.0,1.0,True
2067827299041924480,CygOB2-A,1.0,0.0,0.0,1.0,True
2067827367761352192,CygOB2-B,0.0,1.0,0.0,1.0,True
2067827466541470080,CygOB2-C,0.0,0.0,1.0,1.0,True
2067827466543397376,CygOB2-A,1.0,0.0,0.0,1.0,True
2067827745718491136,CygOB2-B,0.0,1.0,0.0,1.0,True
2067827913218883072,CygOB2-B,0.0,1.0,0.0,1.0,True
2067827951876912896,CygOB2-C,0.0,0.0,1.0,1.0,True
2067828020596671104,CygOB2-A,1.0,0.0,0.0,1.0,True
2067828054956406144,CygOB2-A,1.0,0.0,0.0,1.0,True
2067828089316149632,CygOB2-A,1.0,0.0,0.0,1.0,True
2067828295474586624,CygOB2-A,1.0,0.0,0.0,1.0,True
2067828295474590848,CygOB2-B,0.0,1.0,0.0,1.0,True
2067828501629591424,CygOB2-A,1.0,0.0,0.0,1.0,True
2067828810870409472,CygOB2-A,1.0,0.0,0.0,1.0,True
2067828982669365120,CygOB2-B,0.0,1.0,0.0,1.0,True
2067829017029108608,CygOB2-A,1.0,0.0,0.0,1.0,True
2067829154468058368,CygOB2-A,1.0,0.0,0.0,1.0,True
2067829425047454720,CygOB2-C,0.0,0.0,1.0,1.0,True
2067829463705724416,CygOB2-A,1.0,0.0,0.0,1.0,True
2067829601144600960,CygOB2-A,1.0,0.0,0.0,1.0,True
2067829635504340992,CygOB2-A,1.0,0.0,0.0,1.0,True
2067829704223814912,CygOB2-C,0.0,0.0,1.0,1.0,True
2067829807303034752,CygOB2-A,1.0,0.0,0.0,1.0,True
2067829876022516224,CygOB2-C,0.0,0.0,1.0,1.0,True
2067829906083700864,CygOB2-B,0.0,1.0,0.0,1.0,True
2067829910382252928,CygOB2-B,0.0,1.0,0.0,1.0,True
2067829910382255744,CygOB2-A,1.0,0.0,0.0,1.0,True
2067830116540864640,CygOB2-C,0.0,0.0,1.0,1.0,True
2067830185260341504,CygOB2-A,1.0,0.0,0.0,1.0,True
2067830253979627776,CygOB2-A,1.0,0.0,0.0,1.0,True
2067830631936766080,CygOB2-A,1.0,0.0,0.0,1.0,True
2067830730717436032,CygOB2-C,0.0,0.0,1.0,1.0,True
2067830769375716224,CygOB2-C,0.0,0.0,1.0,1.0,True
2067830769375718016,CygOB2-A,1.0,0.0,0.0,1.0,True
2067830833796676352,CygOB2-C,0.0,0.0,1.0,1.0,True
2067830838095199616,CygOB2-A,1.0,0.0,0.0,1.0,True
2067830941174418048,CygOB2-A,1.0,0.0,0.0,1.0,True
2067830941174419968,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831009893899648,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831147332855296,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831147333151744,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831525289977856,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831589710957824,CygOB2-C,0.0,0.0,1.0,1.0,True
2067831594009448832,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831594009451648,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831624070707840,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831662728930304,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831697088671232,CygOB2-C,0.0,0.0,1.0,1.0,True
2067831731445622272,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831795869359744,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831834527597056,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831903247069312,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831903247069952,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831971966549248,CygOB2-A,1.0,0.0,0.0,1.0,True
2067831971966552064,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832178124982528,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832246844656768,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832311267105664,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832315564131584,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832384283611648,CygOB2-C,0.0,0.0,1.0,1.0,True
2067832418643353344,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832521722577408,CygOB2-C,0.0,0.0,1.0,1.0,True
2067832620504758912,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832620504759040,CygOB2-B,0.0,1.0,0.0,1.0,True
2067832624801782144,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832624801783040,CygOB2-C,0.0,0.0,1.0,1.0,True
2067832624801785216,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832693521264896,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832762240846848,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832796600491008,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832826661542272,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832899679504256,CygOB2-A,1.0,0.0,0.0,1.0,True
2067832934039239552,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833002758903936,CygOB2-C,0.0,0.0,1.0,1.0,True
2067833002758906880,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833002760180096,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833037118456576,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833037118456832,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833037118457472,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833071478386048,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833140197676928,CygOB2-A,1.0,0.0,0.0,1.0,True
2067833140197677312,CygOB2-A,1.0,0.0,0.0,1.0,True
